Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z;;;;;
7,812;-0,00981;0,01962;-0,26487;;-0,09644;0,14303;-2,22475;;-0,37279;0,56280;-8,68423;;8812;-1;2;-27;;;;;
7,819;-0,01962;0,01962;-0,27468;;-0,09654;0,14317;-2,22663;;-0,37346;0,56380;-8,69981;;8819;-2;2;-28;;;;;
7,824;-0,01962;0,01962;-0,27468;;-0,09664;0,14327;-2,22801;;-0,37395;0,56452;-8,71095;;8824;-2;2;-28;;;;;
7,832;-0,00981;0,01962;-0,26487;;-0,09676;0,14342;-2,23017;;-0,37472;0,56566;-8,72878;;8832;-1;2;-27;;;;;
7,832;-0,00981;0,01962;-0,26487;;-0,09676;0,14342;-2,23017;;-0,37472;0,56566;-8,72878;;8832;-1;2;-27;;;;;
7,840;0,00000;0,00981;-0,27468;;-0,09680;0,14354;-2,23232;;-0,37550;0,56681;-8,74663;;8840;0;1;-28;;;;;
7,844;0,00000;0,00981;-0,27468;;-0,09680;0,14358;-2,23342;;-0,37588;0,56738;-8,75556;;8844;0;1;-28;;;;;
7,852;0,00000;0,01962;-0,28449;;-0,09680;0,14370;-2,23566;;-0,37666;0,56853;-8,77344;;8852;0;2;-29;;;;;
7,852;0,00000;0,01962;-0,28449;;-0,09680;0,14370;-2,23566;;-0,37666;0,56853;-8,77344;;8852;0;2;-29;;;;;
7,860;-0,00981;0,01962;-0,30411;;-0,09683;0,14385;-2,23801;;-0,37743;0,56968;-8,79133;;8860;-1;2;-31;;;;;
7,861;-0,00981;0,01962;-0,30411;;-0,09684;0,14387;-2,23832;;-0,37753;0,56983;-8,79357;;8861;-1;2;-31;;;;;
7,873;-0,01962;0,02943;-0,26487;;-0,09702;0,14417;-2,24173;;-0,37869;0,57156;-8,82045;;8873;-2;3;-27;;;;;
7,873;-0,01962;0,02943;-0,26487;;-0,09702;0,14417;-2,24173;;-0,37869;0,57156;-8,82045;;8873;-2;3;-27;;;;;
7,881;-0,01962;0,00981;-0,29430;;-0,09718;0,14432;-2,24397;;-0,37947;0,57271;-8,83840;;8881;-2;1;-30;;;;;
7,881;-0,01962;0,00981;-0,29430;;-0,09718;0,14432;-2,24397;;-0,37947;0,57271;-8,83840;;8881;-2;1;-30;;;;;
7,893;-0,01962;0,01962;-0,29430;;-0,09741;0,14450;-2,24750;;-0,38064;0,57444;-8,86534;;8893;-2;2;-30;;;;;
7,893;-0,01962;0,01962;-0,29430;;-0,09741;0,14450;-2,24750;;-0,38064;0,57444;-8,86534;;8893;-2;2;-30;;;;;
7,901;-0,00981;0,04905;-0,28449;;-0,09753;0,14478;-2,24982;;-0,38142;0,57560;-8,88333;;8901;-1;5;-29;;;;;
7,902;-0,00981;0,04905;-0,28449;;-0,09754;0,14483;-2,25010;;-0,38151;0,57575;-8,88558;;8902;-1;5;-29;;;;;
7,910;-0,00981;0,02943;-0,28449;;-0,09762;0,14514;-2,25238;;-0,38229;0,57691;-8,90359;;8910;-1;3;-29;;;;;
7,914;-0,00981;0,02943;-0,28449;;-0,09766;0,14526;-2,25351;;-0,38268;0,57749;-8,91261;;8914;-1;3;-29;;;;;
7,922;0,00000;0,00981;-0,29430;;-0,09770;0,14541;-2,25583;;-0,38347;0,57865;-8,93064;;8922;0;1;-30;;;;;
7,922;0,00000;0,00981;-0,29430;;-0,09770;0,14541;-2,25583;;-0,38347;0,57865;-8,93064;;8922;0;1;-30;;;;;
7,930;-0,01962;0,03924;-0,28449;;-0,09778;0,14561;-2,25814;;-0,38425;0,57981;-8,94870;;8930;-2;4;-29;;;;;
7,934;-0,01962;0,03924;-0,28449;;-0,09785;0,14577;-2,25928;;-0,38464;0,58040;-8,95773;;8934;-2;4;-29;;;;;
7,942;0,00000;0,03924;-0,25506;;-0,09793;0,14608;-2,26144;;-0,38542;0,58156;-8,97582;;8942;0;4;-26;;;;;
7,943;0,00000;0,03924;-0,25506;;-0,09793;0,14612;-2,26170;;-0,38552;0,58171;-8,97808;;8943;0;4;-26;;;;;
7,951;-0,02943;0,01962;-0,28449;;-0,09805;0,14636;-2,26385;;-0,38630;0,58288;-8,99618;;8951;-3;2;-29;;;;;
7,951;-0,02943;0,01962;-0,28449;;-0,09805;0,14636;-2,26385;;-0,38630;0,58288;-8,99618;;8951;-3;2;-29;;;;;
7,963;-0,01962;0,01962;-0,27468;;-0,09835;0,14659;-2,26721;;-0,38748;0,58464;-9,02337;;8963;-2;2;-28;;;;;
7,963;-0,01962;0,01962;-0,27468;;-0,09835;0,14659;-2,26721;;-0,38748;0,58464;-9,02337;;8963;-2;2;-28;;;;;
7,971;-0,01962;0,02943;-0,28449;;-0,09850;0,14679;-2,26945;;-0,38827;0,58581;-9,04151;;8971;-2;3;-29;;;;;
7,971;-0,01962;0,02943;-0,28449;;-0,09850;0,14679;-2,26945;;-0,38827;0,58581;-9,04151;;8971;-2;3;-29;;;;;
7,983;-0,00981;0,02943;-0,29430;;-0,09868;0,14714;-2,27292;;-0,38945;0,58757;-9,06877;;8983;-1;3;-30;;;;;
7,983;-0,00981;0,02943;-0,29430;;-0,09868;0,14714;-2,27292;;-0,38945;0,58757;-9,06877;;8983;-1;3;-30;;;;;
7,992;-0,00981;0,01962;-0,29430;;-0,09877;0,14736;-2,27557;;-0,39034;0,58890;-9,08924;;8992;-1;2;-30;;;;;
7,992;-0,00981;0,01962;-0,29430;;-0,09877;0,14736;-2,27557;;-0,39034;0,58890;-9,08924;;8992;-1;2;-30;;;;;
8,000;-0,01962;0,00000;-0,30411;;-0,09888;0,14744;-2,27796;;-0,39113;0,59008;-9,10745;;9000;-2;0;-31;;;;;
8,004;-0,01962;0,00000;-0,30411;;-0,09896;0,14744;-2,27918;;-0,39153;0,59067;-9,11656;;9004;-2;0;-31;;;;;
8,012;-0,01962;0,00981;-0,30411;;-0,09912;0,14748;-2,28161;;-0,39232;0,59185;-9,13481;;9012;-2;1;-31;;;;;
8,012;-0,01962;0,00981;-0,30411;;-0,09912;0,14748;-2,28161;;-0,39232;0,59185;-9,13481;;9012;-2;1;-31;;;;;
8,020;-0,00981;0,00981;-0,28449;;-0,09924;0,14756;-2,28396;;-0,39311;0,59303;-9,15307;;9020;-1;1;-29;;;;;
8,024;-0,00981;0,00981;-0,28449;;-0,09928;0,14760;-2,28510;;-0,39351;0,59362;-9,16221;;9024;-1;1;-29;;;;;
8,033;-0,02943;0,00981;-0,29430;;-0,09945;0,14768;-2,28771;;-0,39440;0,59495;-9,18279;;9033;-3;1;-30;;;;;
8,033;-0,02943;0,00981;-0,29430;;-0,09945;0,14768;-2,28771;;-0,39440;0,59495;-9,18279;;9033;-3;1;-30;;;;;
8,041;-0,00981;-0,00981;-0,30411;;-0,09961;0,14768;-2,29010;;-0,39520;0,59613;-9,20110;;9041;-1;-1;-31;;;;;
8,041;-0,00981;-0,00981;-0,30411;;-0,09961;0,14768;-2,29010;;-0,39520;0,59613;-9,20110;;9041;-1;-1;-31;;;;;
8,053;-0,01962;0,01962;-0,29430;;-0,09979;0,14774;-2,29369;;-0,39640;0,59790;-9,22860;;9053;-2;2;-30;;;;;
8,053;-0,01962;0,01962;-0,29430;;-0,09979;0,14774;-2,29369;;-0,39640;0,59790;-9,22860;;9053;-2;2;-30;;;;;
8,061;-0,01962;0,01962;-0,30411;;-0,09994;0,14790;-2,29608;;-0,39720;0,59908;-9,24696;;9061;-2;2;-31;;;;;
8,061;-0,01962;0,01962;-0,30411;;-0,09994;0,14790;-2,29608;;-0,39720;0,59908;-9,24696;;9061;-2;2;-31;;;;;
8,073;0,00000;0,03924;-0,28449;;-0,10006;0,14825;-2,29962;;-0,39840;0,60086;-9,27453;;9073;0;4;-29;;;;;
8,073;0,00000;0,03924;-0,28449;;-0,10006;0,14825;-2,29962;;-0,39840;0,60086;-9,27453;;9073;0;4;-29;;;;;
8,081;-0,00981;0,00000;-0,26487;;-0,10010;0,14841;-2,30181;;-0,39920;0,60205;-9,29294;;9081;-1;0;-27;;;;;
8,082;-0,00981;0,00000;-0,26487;;-0,10011;0,14841;-2,30208;;-0,39930;0,60220;-9,29524;;9082;-1;0;-27;;;;;
8,090;-0,01962;0,00000;-0,30411;;-0,10023;0,14841;-2,30435;;-0,40010;0,60338;-9,31367;;9090;-2;0;-31;;;;;
8,094;-0,01962;0,00000;-0,30411;;-0,10031;0,14841;-2,30557;;-0,40050;0,60398;-9,32289;;9094;-2;0;-31;;;;;
8,102;0,00000;0,00981;-0,28449;;-0,10039;0,14845;-2,30793;;-0,40130;0,60516;-9,34134;;9102;0;1;-29;;;;;
8,102;0,00000;0,00981;-0,28449;;-0,10039;0,14845;-2,30793;;-0,40130;0,60516;-9,34134;;9102;0;1;-29;;;;;
8,110;-0,01962;0,03924;-0,28449;;-0,10046;0,14865;-2,31020;;-0,40211;0,60635;-9,35981;;9110;-2;4;-29;;;;;
8,114;-0,01962;0,03924;-0,28449;;-0,10054;0,14880;-2,31134;;-0,40251;0,60695;-9,36906;;9114;-2;4;-29;;;;;
8,123;0,00000;0,02943;-0,26487;;-0,10063;0,14911;-2,31381;;-0,40341;0,60829;-9,38987;;9123;0;3;-27;;;;;
8,123;0,00000;0,02943;-0,26487;;-0,10063;0,14911;-2,31381;;-0,40341;0,60829;-9,38987;;9123;0;3;-27;;;;;
8,131;0,00000;0,03924;-0,28449;;-0,10063;0,14939;-2,31601;;-0,40422;0,60948;-9,40839;;9131;0;4;-29;;;;;
8,131;0,00000;0,03924;-0,28449;;-0,10063;0,14939;-2,31601;;-0,40422;0,60948;-9,40839;;9131;0;4;-29;;;;;
8,143;-0,02943;0,02943;-0,29430;;-0,10081;0,14980;-2,31948;;-0,40543;0,61128;-9,43620;;9143;-3;3;-30;;;;;
8,143;-0,02943;0,02943;-0,29430;;-0,10081;0,14980;-2,31948;;-0,40543;0,61128;-9,43620;;9143;-3;3;-30;;;;;
8,151;-0,00981;0,00981;-0,29430;;-0,10096;0,14996;-2,32184;;-0,40623;0,61248;-9,45477;;9151;-1;1;-30;;;;;
8,152;-0,00981;0,00981;-0,29430;;-0,10097;0,14997;-2,32213;;-0,40633;0,61263;-9,45709;;9152;-1;1;-30;;;;;
8,164;-0,01962;0,00000;-0,27468;;-0,10115;0,15002;-2,32554;;-0,40755;0,61443;-9,48497;;9164;-2;0;-28;;;;;
8,164;-0,01962;0,00000;-0,27468;;-0,10115;0,15002;-2,32554;;-0,40755;0,61443;-9,48497;;9164;-2;0;-28;;;;;
8,172;-0,01962;0,00000;-0,30411;;-0,10131;0,15002;-2,32786;;-0,40836;0,61563;-9,50359;;9172;-2;0;-31;;;;;
8,172;-0,01962;0,00000;-0,30411;;-0,10131;0,15002;-2,32786;;-0,40836;0,61563;-9,50359;;9172;-2;0;-31;;;;;
8,180;-0,01962;0,02943;-0,29430;;-0,10146;0,15014;-2,33025;;-0,40917;0,61683;-9,52222;;9180;-2;3;-30;;;;;
8,184;-0,01962;0,02943;-0,29430;;-0,10154;0,15026;-2,33143;;-0,40957;0,61743;-9,53154;;9184;-2;3;-30;;;;;
8,192;-0,00981;0,01962;-0,29430;;-0,10166;0,15046;-2,33378;;-0,41039;0,61863;-9,55020;;9192;-1;2;-30;;;;;
8,192;-0,00981;0,01962;-0,29430;;-0,10166;0,15046;-2,33378;;-0,41039;0,61863;-9,55020;;9192;-1;2;-30;;;;;
8,200;-0,01962;0,03924;-0,27468;;-0,10178;0,15069;-2,33606;;-0,41120;0,61983;-9,56888;;9200;-2;4;-28;;;;;
8,204;-0,01962;0,03924;-0,27468;;-0,10186;0,15085;-2,33716;;-0,41161;0,62044;-9,57823;;9204;-2;4;-28;;;;;
8,213;0,00000;0,00981;-0,29430;;-0,10195;0,15107;-2,33972;;-0,41253;0,62180;-9,59928;;9213;0;1;-30;;;;;
8,213;0,00000;0,00981;-0,29430;;-0,10195;0,15107;-2,33972;;-0,41253;0,62180;-9,59928;;9213;0;1;-30;;;;;
8,221;-0,00981;0,01962;-0,29430;;-0,10198;0,15119;-2,34207;;-0,41334;0,62301;-9,61800;;9221;-1;2;-30;;;;;
8,221;-0,00981;0,01962;-0,29430;;-0,10198;0,15119;-2,34207;;-0,41334;0,62301;-9,61800;;9221;-1;2;-30;;;;;
8,233;-0,01962;0,00981;-0,27468;;-0,10216;0,15136;-2,34549;;-0,41457;0,62482;-9,64613;;9233;-2;1;-28;;;;;
8,233;-0,01962;0,00981;-0,27468;;-0,10216;0,15136;-2,34549;;-0,41457;0,62482;-9,64613;;9233;-2;1;-28;;;;;
8,241;-0,02943;0,00981;-0,30411;;-0,10236;0,15144;-2,34780;;-0,41538;0,62603;-9,66490;;9241;-3;1;-31;;;;;
8,242;-0,02943;0,00981;-0,30411;;-0,10239;0,15145;-2,34811;;-0,41549;0,62618;-9,66725;;9242;-3;1;-31;;;;;
8,254;-0,00981;0,00981;-0,30411;;-0,10262;0,15157;-2,35176;;-0,41672;0,62800;-9,69545;;9254;-1;1;-31;;;;;
8,254;-0,00981;0,00981;-0,30411;;-0,10262;0,15157;-2,35176;;-0,41672;0,62800;-9,69545;;9254;-1;1;-31;;;;;
8,262;-0,01962;0,01962;-0,28449;;-0,10274;0,15169;-2,35411;;-0,41754;0,62921;-9,71427;;9262;-2;2;-29;;;;;
8,262;-0,01962;0,01962;-0,28449;;-0,10274;0,15169;-2,35411;;-0,41754;0,62921;-9,71427;;9262;-2;2;-29;;;;;
8,270;0,00000;0,02943;-0,27468;;-0,10282;0,15188;-2,35635;;-0,41836;0,63043;-9,73311;;9270;0;3;-28;;;;;
8,274;0,00000;0,02943;-0,27468;;-0,10282;0,15200;-2,35745;;-0,41877;0,63104;-9,74254;;9274;0;3;-28;;;;;
8,282;0,00000;0,02943;-0,29430;;-0,10282;0,15224;-2,35972;;-0,41959;0,63225;-9,76141;;9282;0;3;-30;;;;;
8,283;0,00000;0,02943;-0,29430;;-0,10282;0,15227;-2,36002;;-0,41970;0,63241;-9,76377;;9283;0;3;-30;;;;;
8,291;-0,01962;0,00981;-0,29430;;-0,10290;0,15242;-2,36237;;-0,42052;0,63362;-9,78266;;9291;-2;1;-30;;;;;
8,294;-0,01962;0,00981;-0,29430;;-0,10296;0,15245;-2,36325;;-0,42083;0,63408;-9,78975;;9294;-2;1;-30;;;;;
8,303;-0,00981;0,01962;-0,29430;;-0,10309;0,15258;-2,36590;;-0,42176;0,63545;-9,81103;;9303;-1;2;-30;;;;;
8,303;-0,00981;0,01962;-0,29430;;-0,10309;0,15258;-2,36590;;-0,42176;0,63545;-9,81103;;9303;-1;2;-30;;;;;
8,311;-0,00981;0,02943;-0,27468;;-0,10317;0,15278;-2,36818;;-0,42258;0,63668;-9,82997;;9311;-1;3;-28;;;;;
8,311;-0,00981;0,02943;-0,27468;;-0,10317;0,15278;-2,36818;;-0,42258;0,63668;-9,82997;;9311;-1;3;-28;;;;;
8,323;-0,00981;0,02943;-0,30411;;-0,10328;0,15313;-2,37165;;-0,42382;0,63851;-9,85840;;9323;-1;3;-31;;;;;
8,323;-0,00981;0,02943;-0,30411;;-0,10328;0,15313;-2,37165;;-0,42382;0,63851;-9,85840;;9323;-1;3;-31;;;;;
8,332;-0,00981;0,01962;-0,26487;;-0,10337;0,15335;-2,37421;;-0,42475;0,63989;-9,87976;;9332;-1;2;-27;;;;;
8,332;-0,00981;0,01962;-0,26487;;-0,10337;0,15335;-2,37421;;-0,42475;0,63989;-9,87976;;9332;-1;2;-27;;;;;
8,340;-0,00981;0,01962;-0,27468;;-0,10345;0,15351;-2,37637;;-0,42558;0,64112;-9,89876;;9340;-1;2;-28;;;;;
8,344;-0,00981;0,01962;-0,27468;;-0,10349;0,15359;-2,37747;;-0,42599;0,64173;-9,90827;;9344;-1;2;-28;;;;;
8,352;-0,01962;0,01962;-0,31392;;-0,10361;0,15375;-2,37982;;-0,42682;0,64296;-9,92730;;9352;-2;2;-32;;;;;
8,352;-0,01962;0,01962;-0,31392;;-0,10361;0,15375;-2,37982;;-0,42682;0,64296;-9,92730;;9352;-2;2;-32;;;;;
8,360;-0,00981;0,00981;-0,29430;;-0,10373;0,15386;-2,38226;;-0,42765;0,64419;-9,94635;;9360;-1;1;-30;;;;;
8,364;-0,00981;0,00981;-0,29430;;-0,10377;0,15390;-2,38343;;-0,42806;0,64481;-9,95588;;9364;-1;1;-30;;;;;
8,373;-0,02943;0,00981;-0,26487;;-0,10394;0,15399;-2,38595;;-0,42900;0,64619;-9,97734;;9373;-3;1;-27;;;;;
8,373;-0,02943;0,00981;-0,26487;;-0,10394;0,15399;-2,38595;;-0,42900;0,64619;-9,97734;;9373;-3;1;-27;;;;;
8,381;0,00000;0,02943;-0,27468;;-0,10406;0,15415;-2,38811;;-0,42983;0,64743;-9,99644;;9381;0;3;-28;;;;;
8,381;0,00000;0,02943;-0,27468;;-0,10406;0,15415;-2,38811;;-0,42983;0,64743;-9,99644;;9381;0;3;-28;;;;;
8,393;-0,00981;0,03924;-0,26487;;-0,10412;0,15456;-2,39134;;-0,43108;0,64928;-10,02512;;9393;-1;4;-27;;;;;
8,393;-0,00981;0,03924;-0,26487;;-0,10412;0,15456;-2,39134;;-0,43108;0,64928;-10,02512;;9393;-1;4;-27;;;;;
8,401;-0,00981;0,00000;-0,31392;;-0,10420;0,15472;-2,39366;;-0,43191;0,65052;-10,04426;;9401;-1;0;-32;;;;;
8,401;-0,00981;0,00000;-0,31392;;-0,10420;0,15472;-2,39366;;-0,43191;0,65052;-10,04426;;9401;-1;0;-32;;;;;
8,413;-0,02943;0,00000;-0,27468;;-0,10443;0,15472;-2,39719;;-0,43316;0,65237;-10,07300;;9413;-3;0;-28;;;;;
8,414;-0,02943;0,00000;-0,27468;;-0,10446;0,15472;-2,39747;;-0,43327;0,65253;-10,07540;;9414;-3;0;-28;;;;;
8,422;-0,02943;0,02943;-0,28449;;-0,10470;0,15484;-2,39970;;-0,43411;0,65376;-10,09459;;9422;-3;3;-29;;;;;
8,422;-0,02943;0,02943;-0,28449;;-0,10470;0,15484;-2,39970;;-0,43411;0,65376;-10,09459;;9422;-3;3;-29;;;;;
8,430;-0,01962;0,03924;-0,28449;;-0,10489;0,15511;-2,40198;;-0,43494;0,65500;-10,11379;;9430;-2;4;-29;;;;;
8,434;-0,01962;0,03924;-0,28449;;-0,10497;0,15527;-2,40312;;-0,43536;0,65563;-10,12340;;9434;-2;4;-29;;;;;
8,442;-0,00981;-0,01962;-0,28449;;-0,10509;0,15535;-2,40539;;-0,43620;0,65687;-10,14264;;9442;-1;-2;-29;;;;;
8,442;-0,00981;-0,01962;-0,28449;;-0,10509;0,15535;-2,40539;;-0,43620;0,65687;-10,14264;;9442;-1;-2;-29;;;;;
8,450;-0,01962;0,02943;-0,29430;;-0,10521;0,15539;-2,40771;;-0,43704;0,65811;-10,16189;;9450;-2;3;-30;;;;;
8,454;-0,01962;0,02943;-0,29430;;-0,10529;0,15550;-2,40888;;-0,43747;0,65873;-10,17152;;9454;-2;3;-30;;;;;
8,463;-0,01962;0,02943;-0,27468;;-0,10546;0,15577;-2,41145;;-0,43841;0,66013;-10,19321;;9463;-2;3;-28;;;;;
8,463;-0,01962;0,02943;-0,27468;;-0,10546;0,15577;-2,41145;;-0,43841;0,66013;-10,19321;;9463;-2;3;-28;;;;;
8,471;0,00000;0,02943;-0,30411;;-0,10554;0,15600;-2,41376;;-0,43926;0,66138;-10,21252;;9471;0;3;-31;;;;;
8,471;0,00000;0,02943;-0,30411;;-0,10554;0,15600;-2,41376;;-0,43926;0,66138;-10,21252;;9471;0;3;-31;;;;;
8,483;-0,00981;0,00981;-0,29430;;-0,10560;0,15624;-2,41735;;-0,44052;0,66325;-10,24150;;9483;-1;1;-30;;;;;
8,483;-0,00981;0,00981;-0,29430;;-0,10560;0,15624;-2,41735;;-0,44052;0,66325;-10,24150;;9483;-1;1;-30;;;;;
8,491;-0,00981;0,00981;-0,28449;;-0,10568;0,15632;-2,41967;;-0,44137;0,66450;-10,26085;;9491;-1;1;-29;;;;;
8,491;-0,00981;0,00981;-0,28449;;-0,10568;0,15632;-2,41967;;-0,44137;0,66450;-10,26085;;9491;-1;1;-29;;;;;
8,503;-0,00981;0,03924;-0,28449;;-0,10580;0,15661;-2,42308;;-0,44264;0,66638;-10,28991;;9503;-1;4;-29;;;;;
8,504;-0,00981;0,03924;-0,28449;;-0,10581;0,15665;-2,42336;;-0,44274;0,66654;-10,29233;;9504;-1;4;-29;;;;;
8,512;-0,00981;0,00981;-0,30411;;-0,10588;0,15685;-2,42572;;-0,44359;0,66779;-10,31173;;9512;-1;1;-31;;;;;
8,512;-0,00981;0,00981;-0,30411;;-0,10588;0,15685;-2,42572;;-0,44359;0,66779;-10,31173;;9512;-1;1;-31;;;;;
8,520;0,00000;0,00000;-0,28449;;-0,10592;0,15689;-2,42807;;-0,44444;0,66905;-10,33114;;9520;0;0;-29;;;;;
8,524;0,00000;0,00000;-0,28449;;-0,10592;0,15689;-2,42921;;-0,44486;0,66967;-10,34086;;9524;0;0;-29;;;;;
8,532;-0,01962;0,00000;-0,27468;;-0,10600;0,15689;-2,43145;;-0,44571;0,67093;-10,36030;;9532;-2;0;-28;;;;;
8,532;-0,01962;0,00000;-0,27468;;-0,10600;0,15689;-2,43145;;-0,44571;0,67093;-10,36030;;9532;-2;0;-28;;;;;
8,540;-0,00981;0,02943;-0,27468;;-0,10612;0,15700;-2,43365;;-0,44656;0,67219;-10,37976;;9540;-1;3;-28;;;;;
8,544;-0,00981;0,02943;-0,27468;;-0,10616;0,15712;-2,43474;;-0,44698;0,67281;-10,38950;;9544;-1;3;-28;;;;;
8,553;-0,01962;0,00981;-0,28449;;-0,10629;0,15730;-2,43726;;-0,44794;0,67423;-10,41142;;9553;-2;1;-29;;;;;
8,553;-0,01962;0,00981;-0,28449;;-0,10629;0,15730;-2,43726;;-0,44794;0,67423;-10,41142;;9553;-2;1;-29;;;;;
8,561;-0,00981;0,00981;-0,27468;;-0,10641;0,15738;-2,43950;;-0,44879;0,67549;-10,43093;;9561;-1;1;-28;;;;;
8,561;-0,00981;0,00981;-0,27468;;-0,10641;0,15738;-2,43950;;-0,44879;0,67549;-10,43093;;9561;-1;1;-28;;;;;
8,573;-0,01962;0,02943;-0,29430;;-0,10659;0,15761;-2,44291;;-0,45007;0,67738;-10,46022;;9573;-2;3;-30;;;;;
8,573;-0,01962;0,02943;-0,29430;;-0,10659;0,15761;-2,44291;;-0,45007;0,67738;-10,46022;;9573;-2;3;-30;;;;;
8,581;0,00000;0,02943;-0,27468;;-0,10666;0,15785;-2,44519;;-0,45092;0,67864;-10,47977;;9581;0;3;-28;;;;;
8,582;0,00000;0,02943;-0,27468;;-0,10666;0,15788;-2,44546;;-0,45103;0,67880;-10,48222;;9582;0;3;-28;;;;;
8,594;-0,01962;0,02943;-0,27468;;-0,10678;0,15823;-2,44876;;-0,45231;0,68069;-10,51158;;9594;-2;3;-28;;;;;
8,594;-0,01962;0,02943;-0,27468;;-0,10678;0,15823;-2,44876;;-0,45231;0,68069;-10,51158;;9594;-2;3;-28;;;;;
8,602;0,00000;0,00981;-0,29430;;-0,10686;0,15839;-2,45103;;-0,45316;0,68196;-10,53118;;9602;0;1;-30;;;;;
8,602;0,00000;0,00981;-0,29430;;-0,10686;0,15839;-2,45103;;-0,45316;0,68196;-10,53118;;9602;0;1;-30;;;;;
8,610;-0,01962;0,01962;-0,29430;;-0,10694;0,15851;-2,45339;;-0,45402;0,68323;-10,55080;;9610;-2;2;-30;;;;;
8,614;-0,01962;0,01962;-0,29430;;-0,10702;0,15858;-2,45457;;-0,45445;0,68386;-10,56062;;9614;-2;2;-30;;;;;
8,622;-0,02943;0,01962;-0,28449;;-0,10721;0,15874;-2,45688;;-0,45530;0,68513;-10,58026;;9622;-3;2;-29;;;;;
8,622;-0,02943;0,01962;-0,28449;;-0,10721;0,15874;-2,45688;;-0,45530;0,68513;-10,58026;;9622;-3;2;-29;;;;;
8,631;-0,01962;0,01962;-0,27468;;-0,10743;0,15892;-2,45940;;-0,45627;0,68656;-10,60239;;9631;-2;2;-28;;;;;
8,634;-0,01962;0,01962;-0,27468;;-0,10749;0,15898;-2,46022;;-0,45659;0,68704;-10,60977;;9634;-2;2;-28;;;;;
8,643;-0,00981;0,01962;-0,30411;;-0,10763;0,15915;-2,46283;;-0,45756;0,68847;-10,63192;;9643;-1;2;-31;;;;;
8,643;-0,00981;0,01962;-0,30411;;-0,10763;0,15915;-2,46283;;-0,45756;0,68847;-10,63192;;9643;-1;2;-31;;;;;
8,651;-0,02943;0,02943;-0,29430;;-0,10778;0,15935;-2,46522;;-0,45842;0,68974;-10,65163;;9651;-3;3;-30;;;;;
8,651;-0,02943;0,02943;-0,29430;;-0,10778;0,15935;-2,46522;;-0,45842;0,68974;-10,65163;;9651;-3;3;-30;;;;;
8,663;-0,01962;0,00000;-0,31392;;-0,10808;0,15953;-2,46887;;-0,45972;0,69166;-10,68124;;9663;-2;0;-32;;;;;
8,663;-0,01962;0,00000;-0,31392;;-0,10808;0,15953;-2,46887;;-0,45972;0,69166;-10,68124;;9663;-2;0;-32;;;;;
8,672;-0,00981;0,00981;-0,27468;;-0,10821;0,15957;-2,47152;;-0,46069;0,69309;-10,70347;;9672;-1;1;-28;;;;;
8,672;-0,00981;0,00981;-0,27468;;-0,10821;0,15957;-2,47152;;-0,46069;0,69309;-10,70347;;9672;-1;1;-28;;;;;
8,684;-0,01962;0,02943;-0,29430;;-0,10839;0,15980;-2,47493;;-0,46199;0,69501;-10,73315;;9684;-2;3;-30;;;;;
8,684;-0,01962;0,02943;-0,29430;;-0,10839;0,15980;-2,47493;;-0,46199;0,69501;-10,73315;;9684;-2;3;-30;;;;;
8,692;-0,01962;0,04905;-0,27468;;-0,10854;0,16012;-2,47721;;-0,46286;0,69629;-10,75295;;9692;-2;5;-28;;;;;
8,692;-0,01962;0,04905;-0,27468;;-0,10854;0,16012;-2,47721;;-0,46286;0,69629;-10,75295;;9692;-2;5;-28;;;;;
8,700;-0,00981;0,02943;-0,30411;;-0,10866;0,16043;-2,47952;;-0,46373;0,69757;-10,77278;;9700;-1;3;-31;;;;;
8,704;-0,00981;0,02943;-0,30411;;-0,10870;0,16055;-2,48074;;-0,46416;0,69821;-10,78270;;9704;-1;3;-31;;;;;
8,712;-0,01962;0,00000;-0,28449;;-0,10882;0,16067;-2,48309;;-0,46503;0,69950;-10,80256;;9712;-2;0;-29;;;;;
8,713;-0,01962;0,00000;-0,28449;;-0,10884;0,16067;-2,48338;;-0,46514;0,69966;-10,80504;;9713;-2;0;-29;;;;;
8,721;-0,00981;0,00981;-0,27468;;-0,10895;0,16071;-2,48561;;-0,46601;0,70094;-10,82492;;9721;-1;1;-28;;;;;
8,724;-0,00981;0,00981;-0,27468;;-0,10898;0,16074;-2,48644;;-0,46634;0,70143;-10,83237;;9724;-1;1;-28;;;;;
8,733;-0,01962;0,01962;-0,30411;;-0,10912;0,16087;-2,48904;;-0,46732;0,70287;-10,85476;;9733;-2;2;-31;;;;;
8,733;-0,01962;0,01962;-0,30411;;-0,10912;0,16087;-2,48904;;-0,46732;0,70287;-10,85476;;9733;-2;2;-31;;;;;
8,741;-0,01962;0,01962;-0,28449;;-0,10927;0,16103;-2,49140;;-0,46819;0,70416;-10,87469;;9741;-2;2;-29;;;;;
8,741;-0,01962;0,01962;-0,28449;;-0,10927;0,16103;-2,49140;;-0,46819;0,70416;-10,87469;;9741;-2;2;-29;;;;;
8,753;0,00000;0,01962;-0,29430;;-0,10939;0,16126;-2,49487;;-0,46950;0,70609;-10,90460;;9753;0;2;-30;;;;;
